X,Y,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
0.140625,0.25,1.0,,1.0,3.203125,,0.24531249999999993,3.203125,-14.4375,0.24531249999999993,11.953125
0.15625,0.25,1.0,,,3.28125,,,3.28125,-14.625,0.328125,13.28125
0.171875,0.25,1.0,,,3.359375,,,3.359375,-14.8125,0.41093749999999996,-27.3125
0.1875,0.25,1.0,,,3.4375,,,3.4375,-15.0,0.4937499999999999,-27.5
0.203125,0.25,1.0,,,3.515625,,,3.515625,-15.1875,0.5765624999999999,-27.6875
0.21875,0.25,1.0,,,3.59375,,,3.59375,-15.375,0.659375,-27.875
0.234375,0.25,1.0,,,3.671875,,,3.671875,-15.5625,0.7421875,-28.0625
0.25,0.25,1.0,,,3.75,,,3.75,-15.75,0.825,-28.25
0.265625,0.25,1.0,-1.0,,3.828125,9.5625,,3.828125,-15.9375,-3.90625,-28.4375
0.28125,0.25,1.0,-1.0,,3.90625,9.375,,3.90625,-16.125,-4.0625,-28.625
0.296875,0.25,1.0,-1.0,,3.984375,9.1875,,3.984375,-16.3125,-4.21875,-28.8125
0.3125,0.25,1.0,-1.0,,4.0625,9.0,,4.0625,-16.5,-4.375,71.25
0.328125,0.25,1.0,-1.0,,4.140625,8.8125,,4.140625,-16.6875,-4.53125,72.1875
0.34375,0.25,1.0,-1.0,,4.21875,8.625,,4.21875,-16.875,-4.6875,73.125
0.359375,0.25,1.0,-1.0,-1.0,4.296875,8.4375,2.34375,4.296875,-17.0625,-4.84375,74.0625
0.375,0.25,1.0,-1.0,-1.0,4.375,8.25,2.5,4.375,-17.25,-5.0,75.0
0.390625,0.25,1.0,-1.0,-1.0,4.453125,8.0625,2.65625,4.453125,-17.4375,-5.15625,75.9375
0.40625,0.25,1.0,-1.0,-1.0,4.53125,7.875,2.8125,4.53125,-17.625,-5.3125,-10.59375
0.421875,0.25,1.0,-1.0,-1.0,4.609375,7.6875,2.96875,4.609375,-17.8125,-5.46875,-10.203125
0.4375,0.25,1.0,-1.0,-1.0,4.6875,7.5,3.125,4.6875,-18.0,-5.625,-9.8125
0.453125,0.25,1.0,-1.0,-1.0,4.765625,7.3125,3.28125,4.765625,-18.1875,-5.78125,-9.421875
0.46875,0.25,1.0,-1.0,-1.0,4.84375,7.125,3.4375,4.84375,-18.375,-5.9375,-9.03125
0.484375,0.25,1.0,-1.0,-1.0,4.921875,6.9375,3.59375,4.921875,-18.5625,-6.09375,-8.640625
0.5,0.25,,-1.0,-1.0,,6.75,3.75,5.0,40.75,-6.25,-8.25
0.515625,0.25,,-1.0,-1.0,,6.5625,3.90625,5.078125,-18.9375,-6.40625,-7.859375
0.53125,0.25,,-1.0,-1.0,,6.375,4.0625,5.15625,-19.125,-6.5625,-7.46875
0.546875,0.25,,-1.0,-1.0,,6.1875,4.21875,5.234375,-19.3125,-6.71875,-7.078125
0.5625,0.25,,-1.0,-1.0,,6.0,4.375,5.3125,-19.5,-6.875,-6.6875
0.578125,0.25,,-1.0,-1.0,,5.8125,4.53125,5.390625,-19.6875,-7.03125,-6.296875
0.59375,0.25,,-1.0,-1.0,,5.625,4.6875,5.46875,-19.875,-7.1875,-5.90625
0.609375,0.25,,-1.0,-1.0,,5.4375,4.84375,5.546875,-20.0625,-7.34375,89.0625
0.625,0.25,,-1.0,-1.0,,5.25,5.0,5.625,-20.25,-7.5,90.0
0.640625,0.25,,-1.0,-1.0,,5.0625,5.15625,5.703125,-20.4375,-7.65625,90.9375
0.65625,0.25,-1.0,-1.0,,1.25,4.875,,5.78125,-20.625,-7.8125,91.875
0.671875,0.25,-1.0,-1.0,,1.25,4.6875,,5.859375,-20.8125,-7.96875,92.8125
0.6875,0.25,-1.0,-1.0,,1.25,4.5,,5.9375,-21.0,-8.125,93.75
0.703125,0.25,-1.0,-1.0,,1.25,4.3125,,6.015625,-21.1875,-8.28125,-33.6875
0.71875,0.25,-1.0,-1.0,,1.25,4.125,,-14.4375,-21.375,-8.4375,-33.875
0.734375,0.25,-1.0,-1.0,,1.25,3.9375,,-14.59375,-21.5625,-8.59375,-34.0625
0.75,0.25,-1.0,,,1.25,,,-14.75,-21.75,-8.75,-34.25
0.765625,0.25,-1.0,,,1.25,,,-14.90625,-21.9375,1.328125,-34.4375
0.78125,0.25,-1.0,,,1.25,,,11.25,-22.125,1.40625,-34.625
0.796875,0.25,-1.0,,,1.25,,,11.25,-22.3125,1.484375,-34.8125
0.8125,0.25,-1.0,,,1.25,,,11.25,-22.5,1.5625,-35.0
0.828125,0.25,-1.0,,,1.25,,,11.25,-22.6875,1.640625,-35.1875
0.84375,0.25,-1.0,,,1.25,,,11.25,-22.875,1.71875,71.71875
0.859375,0.25,-1.0,,0.0,1.25,,6.796875,11.25,-23.0625,1.796875,73.046875
0.875,0.25,-1.0,,0.0,1.25,,6.875,11.25,-23.25,1.875,74.375
0.890625,0.25,-1.0,,0.0,1.25,,6.953125,11.25,-23.4375,1.953125,75.703125
0.90625,0.25,-1.0,,0.0,1.25,,7.03125,11.25,-23.625,2.03125,77.03125
0.921875,0.25,-1.0,,0.0,1.25,,7.109375,11.25,-23.8125,2.109375,78.359375
0.9375,0.25,-1.0,0.0,0.0,1.25,5.0,7.1875,11.25,-24.0,2.1875,79.6875
0.953125,0.25,-1.0,0.0,0.0,1.25,5.0625,7.265625,11.25,-24.1875,2.265625,81.015625
0.96875,0.25,-1.0,0.0,0.0,1.25,5.125,7.34375,11.25,-24.375,2.34375,82.34375
0.984375,0.25,-1.0,0.0,0.0,1.25,5.1875,7.421875,11.25,-24.5625,2.421875,83.671875
1.0,0.25,-1.0,0.0,0.0,1.25,5.25,7.5,11.25,5.25,2.5,85.0
0.0,0.265625,1.0,0.0,1.0,2.65625,1.203125,-0.53125,2.65625,1.203125,-0.53125,0.0
0.015625,0.265625,1.0,0.0,1.0,2.734375,1.265625,-0.4484375,2.734375,-13.171875,-0.4484375,1.328125
0.03125,0.265625,1.0,0.0,1.0,2.8125,1.328125,-0.365625,2.8125,-13.359375,-0.365625,2.65625
0.046875,0.265625,1.0,0.0,1.0,2.890625,1.390625,-0.2828125,2.890625,-13.546875,-0.2828125,3.984375
0.0625,0.265625,1.0,,1.0,2.96875,,-0.2,2.96875,-13.734375,-0.2,5.3125
0.078125,0.265625,1.0,,1.0,3.046875,,-0.1171875,3.046875,-13.921875,-0.1171875,6.640625
0.09375,0.265625,1.0,,1.0,3.125,,-0.034375000000000044,3.125,-14.109375,-0.034375000000000044,7.96875
0.109375,0.265625,1.0,,1.0,3.203125,,0.04843750000000002,3.203125,-14.296875,0.04843750000000002,9.296875
0.125,0.265625,1.0,,1.0,3.28125,,0.13124999999999998,3.28125,-14.484375,0.13124999999999998,10.625
0.140625,0.265625,1.0,,1.0,3.359375,,0.21406249999999993,3.359375,-14.671875,0.21406249999999993,11.953125
0.15625,0.265625,1.0,,1.0,3.4375,,0.296875,3.4375,-14.859375,0.296875,13.28125
0.171875,0.265625,1.0,,,3.515625,,,3.515625,-15.046875,0.37968749999999996,-28.328125
0.1875,0.265625,1.0,,,3.59375,,,3.59375,-15.234375,0.4624999999999999,-28.515625
0.203125,0.265625,1.0,,,3.671875,,,3.671875,-15.421875,0.5453124999999999,-28.703125
0.21875,0.265625,1.0,,,3.75,,,3.75,-15.609375,0.628125,-28.890625
0.234375,0.265625,1.0,,,3.828125,,,3.828125,-15.796875,0.7109375,-29.078125
0.25,0.265625,1.0,-1.0,,3.90625,9.984375,,3.90625,-15.984375,0.79375,-29.265625
0.265625,0.265625,1.0,-1.0,,3.984375,9.796875,,3.984375,-16.171875,0.8765624999999999,-29.453125
0.28125,0.265625,1.0,-1.0,,4.0625,9.609375,,4.0625,-16.359375,-4.140625,-29.640625
0.296875,0.265625,1.0,-1.0,,4.140625,9.421875,,4.140625,-16.546875,-4.296875,70.46875
0.3125,0.265625,1.0,-1.0,,4.21875,9.234375,,4.21875,-16.734375,-4.453125,71.40625
0.328125,0.265625,1.0,-1.0,,4.296875,9.046875,,4.296875,-16.921875,-4.609375,72.34375
0.34375,0.265625,1.0,-1.0,,4.375,8.859375,,4.375,-17.109375,-4.765625,73.28125
0.359375,0.265625,1.0,-1.0,,4.453125,8.671875,,4.453125,-17.296875,-4.921875,74.21875
0.375,0.265625,1.0,-1.0,-1.0,4.53125,8.484375,2.421875,4.53125,-17.484375,-5.078125,-12.234375
0.390625,0.265625,1.0,-1.0,-1.0,4.609375,8.296875,2.578125,4.609375,-17.671875,-5.234375,-11.84375
0.40625,0.265625,1.0,-1.0,-1.0,4.6875,8.109375,2.734375,4.6875,-17.859375,-5.390625,-11.453125
0.421875,0.265625,1.0,-1.0,-1.0,4.765625,7.921875,2.890625,4.765625,36.84375,-5.546875,-11.0625
0.4375,0.265625,1.0,-1.0,-1.0,4.84375,7.734375,3.046875,4.84375,37.703125,-5.703125,-10.671875
0.453125,0.265625,1.0,-1.0,-1.0,4.921875,7.546875,3.203125,4.921875,38.5625,-5.859375,-10.28125
0.46875,0.265625,1.0,-1.0,-1.0,5.0,7.359375,3.359375,5.0,39.421875,-6.015625,-9.890625
0.484375,0.265625,,-1.0,-1.0,,7.171875,3.515625,5.078125,40.28125,-6.171875,-9.5
0.5,0.265625,,-1.0,-1.0,,6.984375,3.671875,5.15625,41.140625,-6.328125,-9.109375
0.515625,0.265625,,-1.0,-1.0,,6.796875,3.828125,5.234375,42.0,-6.484375,-8.71875
0.53125,0.265625,,-1.0,-1.0,,6.609375,3.984375,5.3125,42.859375,-6.640625,-8.328125
0.546875,0.265625,,-1.0,-1.0,,6.421875,4.140625,5.390625,43.71875,-6.796875,-7.9375
0.5625,0.265625,,-1.0,-1.0,,6.234375,4.296875,5.46875,44.578125,-6.953125,-7.546875
0.578125,0.265625,,-1.0,-1.0,,6.046875,4.453125,5.546875,45.4375,-7.109375,-7.15625
0.59375,0.265625,,-1.0,-1.0,,5.859375,4.609375,5.625,-20.109375,-7.265625,-6.765625
0.609375,0.265625,,-1.0,-1.0,,5.671875,4.765625,5.703125,-20.296875,-7.421875,-6.375
0.625,0.265625,,-1.0,-1.0,,5.484375,4.921875,5.78125,-20.484375,-7.578125,-5.984375
0.640625,0.265625,,-1.0,,,5.296875,,5.859375,-20.671875,-7.734375,91.09375
0.65625,0.265625,-1.0,-1.0,,1.328125,5.109375,,5.9375,-20.859375,-7.890625,92.03125
0.671875,0.265625,-1.0,-1.0,,1.328125,4.921875,,6.015625,-21.046875,-8.046875,92.96875
0.6875,0.265625,-1.0,-1.0,,1.328125,4.734375,,6.09375,-21.234375,-8.203125,93.90625
0.703125,0.265625,-1.0,-1.0,,1.328125,4.546875,,-14.421875,-21.421875,-8.359375,94.84375
0.71875,0.265625,-1.0,-1.0,,1.328125,4.359375,,-14.578125,-21.609375,-8.515625,-34.890625
0.734375,0.265625,-1.0,-1.0,,1.328125,4.171875,,-14.734375,-21.796875,-8.671875,-35.078125
0.75,0.265625,-1.0,-1.0,,1.328125,3.984375,,-14.890625,-21.984375,1.40625,-35.265625
0.765625,0.265625,-1.0,,,1.328125,,,-15.046875,-22.171875,1.484375,-35.453125
0.78125,0.265625,-1.0,,,1.328125,,,-15.203125,-22.359375,1.5625,-35.640625
0.796875,0.265625,-1.0,,,1.328125,,,-15.359375,-22.546875,1.640625,-35.828125
0.8125,0.265625,-1.0,,,1.328125,,,11.328125,-22.734375,1.71875,-36.015625
0.828125,0.265625,-1.0,,,1.328125,,,11.328125,-22.921875,1.796875,-36.203125
0.84375,0.265625,-1.0,,0.0,1.328125,,6.875,11.328125,-23.109375,1.875,71.71875
0.859375,0.265625,-1.0,,0.0,1.328125,,6.953125,11.328125,-23.296875,1.953125,73.046875
0.875,0.265625,-1.0,,0.0,1.328125,,7.03125,11.328125,-23.484375,2.03125,74.375
0.890625,0.265625,-1.0,,0.0,1.328125,,7.109375,11.328125,-23.671875,2.109375,75.703125
0.90625,0.265625,-1.0,,0.0,1.328125,,7.1875,11.328125,-23.859375,2.1875,77.03125
0.921875,0.265625,-1.0,,0.0,1.328125,,7.265625,11.328125,-24.046875,2.265625,78.359375
0.9375,0.265625,-1.0,,0.0,1.328125,,7.34375,11.328125,-24.234375,2.34375,79.6875
0.953125,0.265625,-1.0,0.0,0.0,1.328125,5.015625,7.421875,11.328125,-24.421875,2.421875,81.015625
0.96875,0.265625,-1.0,0.0,0.0,1.328125,5.078125,7.5,11.328125,-24.609375,2.5,82.34375
0.984375,0.265625,-1.0,0.0,0.0,1.328125,5.140625,7.578125,11.328125,-24.796875,2.578125,83.671875
1.0,0.265625,-1.0,0.0,0.0,1.328125,5.203125,7.65625,11.328125,5.203125,2.65625,85.0
0.0,0.28125,1.0,0.0,1.0,2.8125,1.15625,-0.5625,2.8125,-13.21875,-0.5625,0.0
0.015625,0.28125,1.0,0.0,1.0,2.890625,1.21875,-0.4796875,2.890625,-13.40625,-0.4796875,1.328125
0.03125,0.28125,1.0,0.0,1.0,2.96875,1.28125,-0.396875,2.96875,-13.59375,-0.396875,2.65625
0.046875,0.28125,1.0,0.0,1.0,3.046875,1.34375,-0.3140625,3.046875,-13.78125,-0.3140625,3.984375
0.0625,0.28125,1.0,,1.0,3.125,,-0.23125,3.125,-13.96875,-0.23125,5.3125
0.078125,0.28125,1.0,,1.0,3.203125,,-0.1484375,3.203125,-14.15625,-0.1484375,6.640625
0.09375,0.28125,1.0,,1.0,3.28125,,-0.06562500000000004,3.28125,-14.34375,-0.06562500000000004,7.96875
0.109375,0.28125,1.0,,1.0,3.359375,,0.017187500000000022,3.359375,-14.53125,0.017187500000000022,9.296875
0.125,0.28125,1.0,,1.0,3.4375,,0.09999999999999998,3.4375,-14.71875,0.09999999999999998,10.625
0.140625,0.28125,1.0,,1.0,3.515625,,0.18281249999999993,3.515625,-14.90625,0.18281249999999993,11.953125
0.15625,0.28125,1.0,,1.0,3.59375,,0.265625,3.59375,-15.09375,0.265625,-29.15625
0.171875,0.28125,1.0,,1.0,3.671875,,0.34843749999999996,3.671875,-15.28125,0.34843749999999996,-29.34375
0.1875,0.28125,1.0,,,3.75,,,3.75,-15.46875,0.4312499999999999,-29.53125
0.203125,0.28125,1.0,,,3.828125,,,3.828125,-15.65625,0.5140624999999999,-29.71875
0.21875,0.28125,1.0,,,3.90625,,,3.90625,-15.84375,0.596875,-29.90625
0.234375,0.28125,1.0,-1.0,,3.984375,10.40625,,3.984375,-16.03125,0.6796875,-30.09375
0.25,0.28125,1.0,-1.0,,4.0625,10.21875,,4.0625,-16.21875,0.7625,-30.28125
0.265625,0.28125,1.0,-1.0,,4.140625,10.03125,,4.140625,-16.40625,0.8453124999999999,-30.46875
0.28125,0.28125,1.0,-1.0,,4.21875,9.84375,,4.21875,-16.59375,0.9281249999999999,69.6875
0.296875,0.28125,1.0,-1.0,,4.296875,9.65625,,4.296875,-16.78125,-4.375,70.625
0.3125,0.28125,1.0,-1.0,,4.375,9.46875,,4.375,-16.96875,-4.53125,71.5625
0.328125,0.28125,1.0,-1.0,,4.453125,9.28125,,4.453125,-17.15625,-4.6875,72.5
0.34375,0.28125,1.0,-1.0,,4.53125,9.09375,,4.53125,-17.34375,-4.84375,73.4375
0.359375,0.28125,1.0,-1.0,,4.609375,8.90625,,4.609375,-17.53125,-5.0,-13.484375
0.375,0.28125,1.0,-1.0,,4.6875,8.71875,,4.6875,-17.71875,-5.15625,-13.09375
0.390625,0.28125,1.0,-1.0,-1.0,4.765625,8.53125,2.5,4.765625,35.515625,-5.3125,-12.703125
0.40625,0.28125,1.0,-1.0,-1.0,4.84375,8.34375,2.65625,4.84375,36.375,-5.46875,-12.3125
0.421875,0.28125,1.0,-1.0,-1.0,4.921875,8.15625,2.8125,4.921875,37.234375,-5.625,-11.921875
0.4375,0.28125,1.0,-1.0,-1.0,5.0,7.96875,2.96875,5.0,38.09375,-5.78125,-11.53125
0.453125,0.28125,1.0,-1.0,-1.0,5.078125,7.78125,3.125,5.078125,38.953125,-5.9375,-11.140625
0.46875,0.28125,1.0,-1.0,-1.0,5.15625,7.59375,3.28125,5.15625,39.8125,-6.09375,-10.75
0.484375,0.28125,,-1.0,-1.0,,7.40625,3.4375,5.234375,40.671875,-6.25,-10.359375
0.5,0.28125,,-1.0,-1.0,,7.21875,3.59375,5.3125,41.53125,-6.40625,-9.96875
0.515625,0.28125,,-1.0,-1.0,,7.03125,3.75,5.390625,42.390625,-6.5625,-9.578125
0.53125,0.28125,,-1.0,-1.0,,6.84375,3.90625,5.46875,43.25,-6.71875,-9.1875
0.546875,0.28125,,-1.0,-1.0,,6.65625,4.0625,5.546875,44.109375,-6.875,-8.796875
0.5625,0.28125,,-1.0,-1.0,,6.46875,4.21875,5.625,44.96875,-7.03125,-8.40625
0.578125,0.28125,,-1.0,-1.0,,6.28125,4.375,5.703125,45.828125,-7.1875,-8.015625
0.59375,0.28125,,-1.0,-1.0,,6.09375,4.53125,5.78125,46.6875,-7.34375,-7.625
0.609375,0.28125,,-1.0,-1.0,,5.90625,4.6875,5.859375,47.546875,-7.5,-7.234375
0.625,0.28125,,-1.0,,,5.71875,,5.9375,-20.71875,-7.65625,-6.84375
0.640625,0.28125,,-1.0,,,5.53125,,6.015625,-20.90625,-7.8125,-6.453125
0.65625,0.28125,-1.0,-1.0,,1.40625,5.34375,,6.09375,-21.09375,-7.96875,92.1875
0.671875,0.28125,-1.0,-1.0,,1.40625,5.15625,,6.171875,-21.28125,-8.125,93.125
0.6875,0.28125,-1.0,-1.0,,1.40625,4.96875,,6.25,-21.46875,-8.28125,94.0625
0.703125,0.28125,-1.0,-1.0,,1.40625,4.78125,,-14.5625,-21.65625,-8.4375,95.0
0.71875,0.28125,-1.0,-1.0,,1.40625,4.59375,,-14.71875,-21.84375,-8.59375,95.9375
0.734375,0.28125,-1.0,-1.0,,1.40625,4.40625,,-14.875,-22.03125,1.484375,-36.09375
0.75,0.28125,-1.0,-1.0,,1.40625,4.21875,,-15.03125,-22.21875,1.5625,-36.28125
0.765625,0.28125,-1.0,-1.0,,1.40625,4.03125,,-15.1875,-22.40625,1.640625,-36.46875
0.78125,0.28125,-1.0,,,1.40625,,,-15.34375,-22.59375,1.71875,-36.65625
0.796875,0.28125,-1.0,,,1.40625,,,-15.5,-22.78125,1.796875,-36.84375
0.8125,0.28125,-1.0,,,1.40625,,,-15.65625,-22.96875,1.875,-37.03125
0.828125,0.28125,-1.0,,0.0,1.40625,,6.953125,11.40625,-23.15625,1.953125,-37.21875
0.84375,0.28125,-1.0,,0.0,1.40625,,7.03125,11.40625,-23.34375,2.03125,-37.40625
0.859375,0.28125,-1.0,,0.0,1.40625,,7.109375,11.40625,-23.53125,2.109375,73.046875
0.875,0.28125,-1.0,,0.0,1.40625,,7.1875,11.40625,-23.71875,2.1875,74.375
0.890625,0.28125,-1.0,,0.0,1.40625,,7.265625,11.40625,-23.90625,2.265625,75.703125
0.90625,0.28125,-1.0,,0.0,1.40625,,7.34375,11.40625,-24.09375,2.34375,77.03125
0.921875,0.28125,-1.0,,0.0,1.40625,,7.421875,11.40625,-24.28125,2.421875,78.359375
0.9375,0.28125,-1.0,,0.0,1.40625,,7.5,11.40625,-24.46875,2.5,79.6875
0.953125,0.28125,-1.0,0.0,0.0,1.40625,4.96875,7.578125,11.40625,-24.65625,2.578125,81.015625
0.96875,0.28125,-1.0,0.0,0.0,1.40625,5.03125,7.65625,11.40625,-24.84375,2.65625,82.34375
0.984375,0.28125,-1.0,0.0,0.0,1.40625,5.09375,7.734375,11.40625,-25.03125,2.734375,83.671875
1.0,0.28125,-1.0,0.0,0.0,1.40625,5.15625,7.8125,11.40625,-25.21875,2.8125,85.0
0.0,0.296875,1.0,0.0,1.0,2.96875,1.109375,-0.59375,2.96875,-13.453125,-0.59375,0.0
0.015625,0.296875,1.0,0.0,1.0,3.046875,1.171875,-0.5109375,3.046875,-13.640625,-0.5109375,1.328125
0.03125,0.296875,1.0,0.0,1.0,3.125,1.234375,-0.428125,3.125,-13.828125,-0.428125,2.65625
0.046875,0.296875,1.0,,1.0,3.203125,,-0.3453125,3.203125,-14.015625,-0.3453125,3.984375
0.0625,0.296875,1.0,,1.0,3.28125,,-0.2625,3.28125,-14.203125,-0.2625,5.3125
0.078125,0.296875,1.0,,1.0,3.359375,,-0.1796875,3.359375,-14.390625,-0.1796875,6.640625
0.09375,0.296875,1.0,,1.0,3.4375,,-0.09687500000000004,3.4375,-14.578125,-0.09687500000000004,7.96875
0.109375,0.296875,1.0,,1.0,3.515625,,-0.014062499999999978,3.515625,-14.765625,-0.014062499999999978,9.296875
0.125,0.296875,1.0,,1.0,3.59375,,0.06874999999999998,3.59375,-14.953125,0.06874999999999998,10.625
0.140625,0.296875,1.0,,1.0,3.671875,,0.15156249999999993,3.671875,-15.140625,0.15156249999999993,11.953125
0.15625,0.296875,1.0,,1.0,3.75,,0.234375,3.75,-15.328125,0.234375,-30.171875
0.171875,0.296875,1.0,,1.0,3.828125,,0.31718749999999996,3.828125,-15.515625,0.31718749999999996,-30.359375
0.1875,0.296875,1.0,,1.0,3.90625,,0.3999999999999999,3.90625,-15.703125,0.3999999999999999,-30.546875
0.203125,0.296875,1.0,,,3.984375,,,3.984375,-15.890625,0.48281249999999987,-30.734375
0.21875,0.296875,1.0,-1.0,,4.0625,10.828125,,4.0625,-16.078125,0.565625,-30.921875
0.234375,0.296875,1.0,-1.0,,4.140625,10.640625,,4.140625,-16.265625,0.6484375,-31.109375
0.25,0.296875,1.0,-1.0,,4.21875,10.453125,,4.21875,-16.453125,0.73125,-31.296875
0.265625,0.296875,1.0,-1.0,,4.296875,10.265625,,4.296875,-16.640625,0.8140624999999999,-31.484375
0.28125,0.296875,1.0,-1.0,,4.375,10.078125,,4.375,-16.828125,0.8968749999999999,69.84375
0.296875,0.296875,1.0,-1.0,,4.453125,9.890625,,4.453125,-17.015625,0.9796875,70.78125
0.3125,0.296875,1.0,-1.0,,4.53125,9.703125,,4.53125,-17.203125,-4.609375,71.71875
0.328125,0.296875,1.0,-1.0,,4.609375,9.515625,,4.609375,-17.390625,-4.765625,72.65625
0.34375,0.296875,1.0,-1.0,,4.6875,9.328125,,4.6875,-17.578125,-4.921875,73.59375
0.359375,0.296875,1.0,-1.0,,4.765625,9.140625,,4.765625,34.1875,-5.078125,-14.34375
0.375,0.296875,1.0,-1.0,,4.84375,8.953125,,4.84375,35.046875,-5.234375,-13.953125
0.390625,0.296875,1.0,-1.0,,4.921875,8.765625,,4.921875,35.90625,-5.390625,-13.5625
0.40625,0.296875,1.0,-1.0,-1.0,5.0,8.578125,2.578125,5.0,36.765625,-5.546875,-13.171875
0.421875,0.296875,1.0,-1.0,-1.0,5.078125,8.390625,2.734375,5.078125,37.625,-5.703125,-12.78125
0.4375,0.296875,1.0,-1.0,-1.0,5.15625,8.203125,2.890625,5.15625,38.484375,-5.859375,-12.390625
0.453125,0.296875,1.0,-1.0,-1.0,5.234375,8.015625,3.046875,5.234375,39.34375,-6.015625,-12.0
0.46875,0.296875,,-1.0,-1.0,,7.828125,3.203125,5.3125,40.203125,-6.171875,-11.609375
0.484375,0.296875,,-1.0,-1.0,,7.640625,3.359375,5.390625,41.0625,-6.328125,-11.21875
0.5,0.296875,,-1.0,-1.0,,7.453125,3.515625,5.46875,41.921875,-6.484375,-10.828125
0.515625,0.296875,,-1.0,-1.0,,7.265625,3.671875,5.546875,42.78125,-6.640625,-10.4375
0.53125,0.296875,,-1.0,-1.0,,7.078125,3.828125,5.625,43.640625,-6.796875,-10.046875
0.546875,0.296875,,-1.0,-1.0,,6.890625,3.984375,5.703125,44.5,-6.953125,-9.65625
0.5625,0.296875,,-1.0,-1.0,,6.703125,4.140625,5.78125,45.359375,-7.109375,-9.265625
0.578125,0.296875,,-1.0,-1.0,,6.515625,4.296875,5.859375,46.21875,-7.265625,-8.875
0.59375,0.296875,,-1.0,-1.0,,6.328125,4.453125,5.9375,47.078125,-7.421875,-8.484375
0.609375,0.296875,,-1.0,,,6.140625,,6.015625,47.9375,-7.578125,-8.09375
0.625,0.296875,,-1.0,,,5.953125,,6.09375,48.796875,-7.734375,-7.703125
0.640625,0.296875,,-1.0,,,5.765625,,6.171875,49.65625,-7.890625,-7.3125
0.65625,0.296875,-1.0,-1.0,,1.484375,5.578125,,6.25,-21.328125,-8.046875,92.34375
0.671875,0.296875,-1.0,-1.0,,1.484375,5.390625,,6.328125,-21.515625,-8.203125,93.28125
0.6875,0.296875,-1.0,-1.0,,1.484375,5.203125,,6.40625,-21.703125,-8.359375,94.21875
0.703125,0.296875,-1.0,-1.0,,1.484375,5.015625,,-14.703125,-21.890625,-8.515625,95.15625
0.71875,0.296875,-1.0,-1.0,,1.484375,4.828125,,-14.859375,-22.078125,1.5625,96.09375
0.734375,0.296875,-1.0,-1.0,,1.484375,4.640625,,-15.015625,-22.265625,1.640625,-37.109375
0.75,0.296875,-1.0,-1.0,,1.484375,4.453125,,-15.171875,-22.453125,1.71875,-37.296875
0.765625,0.296875,-1.0,-1.0,,1.484375,4.265625,,-15.328125,-22.640625,1.796875,-37.484375
0.78125,0.296875,-1.0,-1.0,,1.484375,4.078125,,-15.484375,-22.828125,1.875,-37.671875
0.796875,0.296875,-1.0,,,1.484375,,,-15.640625,-23.015625,1.953125,-37.859375
0.8125,0.296875,-1.0,,0.0,1.484375,,7.03125,-15.796875,-23.203125,2.03125,-38.046875
0.828125,0.296875,-1.0,,0.0,1.484375,,7.109375,11.484375,-23.390625,2.109375,-38.234375
0.84375,0.296875,-1.0,,0.0,1.484375,,7.1875,11.484375,-23.578125,2.1875,-38.421875
0.859375,0.296875,-1.0,,0.0,1.484375,,7.265625,11.484375,-23.765625,2.265625,73.046875
0.875,0.296875,-1.0,,0.0,1.484375,,7.34375,11.484375,-23.953125,2.34375,74.375
0.890625,0.296875,-1.0,,0.0,1.484375,,7.421875,11.484375,-24.140625,2.421875,75.703125
0.90625,0.296875,-1.0,,0.0,1.484375,,7.5,11.484375,-24.328125,2.5,77.03125
0.921875,0.296875,-1.0,,0.0,1.484375,,7.578125,11.484375,-24.515625,2.578125,78.359375
0.9375,0.296875,-1.0,,0.0,1.484375,,7.65625,11.484375,-24.703125,2.65625,79.6875
0.953125,0.296875,-1.0,,0.0,1.484375,,7.734375,11.484375,-24.890625,2.734375,81.015625
0.96875,0.296875,-1.0,0.0,0.0,1.484375,4.984375,7.8125,11.484375,-25.078125,2.8125,82.34375
0.984375,0.296875,-1.0,0.0,0.0,1.484375,5.046875,7.890625,11.484375,-25.265625,2.890625,83.671875
1.0,0.296875,-1.0,0.0,0.0,1.484375,5.109375,7.96875,11.484375,-25.453125,2.96875,85.0
0.0,0.3125,1.0,0.0,1.0,3.125,1.0625,-0.625,3.125,-13.6875,-0.625,0.0
0.015625,0.3125,1.0,0.0,1.0,3.203125,1.125,-0.5421875,3.203125,-13.875,-0.5421875,1.328125
0.03125,0.3125,1.0,0.0,1.0,3.28125,1.1875,-0.459375,3.28125,-14.0625,-0.459375,2.65625
0.046875,0.3125,1.0,,1.0,3.359375,,-0.3765625,3.359375,-14.25,-0.3765625,3.984375
0.0625,0.3125,1.0,,1.0,3.4375,,-0.29375,3.4375,-14.4375,-0.29375,5.3125
0.078125,0.3125,1.0,,1.0,3.515625,,-0.2109375,3.515625,-14.625,-0.2109375,6.640625
0.09375,0.3125,1.0,,1.0,3.59375,,-0.12812500000000004,3.59375,-14.8125,-0.12812500000000004,7.96875
0.109375,0.3125,1.0,,1.0,3.671875,,-0.04531249999999998,3.671875,-15.0,-0.04531249999999998,9.296875
0.125,0.3125,1.0,,1.0,3.75,,0.03749999999999998,3.75,-15.1875,0.03749999999999998,10.625
0.140625,0.3125,1.0,,1.0,3.828125,,0.12031249999999993,3.828125,-15.375,0.12031249999999993,-31.0
